FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
psd CTL0068,CTL0068,68,B0B8S5,psd,301,,CT699,TC0072,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],34.1,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Phosphatidylserine decarboxylase family, PSD-B subfamily, Prokaryotic type II sub-subfamily",ND,ND,Constitutive,,,,B0B8S5,,,,phosphatidylethanolamine biosynthetic process [GO:0006646],plasma membrane [GO:0005886],phosphatidylserine decarboxylase activity [GO:0004609],Cell membrane {ECO:0000255|HAMAP-Rule:MF_00663}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00663}.,Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit. {ECO:0000255|HAMAP-Rule:MF_00663}.,,,
 CTL0069,CTL0069,69,A0A0H3MG73,,441,,CT700,TC0073,Exported protein,50.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MG73,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
secA CTL0070,CTL0070,70,B0B8S7,secA,969,,CT701,TC0074,Protein translocase subunit SecA (EC 7.4.2.8),110.4,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,SecA family,49,58,Mid_Late,,,,B0B8S7,,,,intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605],cytoplasm [GO:0005737]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; protein-exporting ATPase activity [GO:0008564],Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01382}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01382}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_01382}. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01382}. Note=Distribution is 50-50. {ECO:0000255|HAMAP-Rule:MF_01382}.,"Monomer and homodimer. Part of the essential Sec protein translocation apparatus which comprises SecA, SecYEG and auxiliary proteins SecDF. Other proteins may also be involved. {ECO:0000255|HAMAP-Rule:MF_01382}.",,,
 CTL0071,CTL0071,71,A0A0H3MCG5,,175,,CT702,TC0075,Uncharacterized protein,20.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Very_Late,,,,A0A0H3MCG5,,,,,,,,,,,
der CTL0072,CTL0072,72,B0B8S9,der,490,,CT703,TC0076,GTPase Der (GTP-binding protein EngA),55.6,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, EngA (Der) GTPase family",ND,ND,Constitutive,,,,B0B8S9,,,,ribosome biogenesis [GO:0042254],,GTP binding [GO:0005525],,Associates with the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00195}.,,,
pcnB CTL0073,CTL0073,73,A0A0H3MJT0,pcnB,410,,CT704,TC0077,PolyA polymerase,46.6,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,TRNA nucleotidyltransferase/poly(A) polymerase family,ND,ND,Constitutive,,,,A0A0H3MJT0,,,,RNA 3'-end processing [GO:0031123],,nucleotide binding [GO:0000166]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723],,,,,
clpX CTL0074,CTL0074,74,B0B8T1,clpX,419,,CT705,TC0078,ATP-dependent Clp protease ATP-binding subunit ClpX,46.2,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,ClpX chaperone family,52,35,Constitutive,,,,B0B8T1,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],,"Component of the ClpX-ClpP complex. Forms a hexameric ring that, in the presence of ATP, binds to fourteen ClpP subunits assembled into a disk-like structure with a central cavity, resembling the structure of eukaryotic proteasomes. {ECO:0000255|HAMAP-Rule:MF_00175}.",,,
clpP CTL0075,CTL0075,75,A0A0H3MB69,clpP,203,,CT706,TC0079,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),22.0,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S14 family,78,16,Constitutive,,,,A0A0H3MB69,,,,proteolysis [GO:0006508],cytoplasm [GO:0005737],ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00444}.,"Fourteen ClpP subunits assemble into 2 heptameric rings which stack back to back to give a disk-like structure with a central cavity, resembling the structure of eukaryotic proteasomes. {ECO:0000256|HAMAP-Rule:MF_00444}.",,,
tig CTL0076,CTL0076,76,B0B8T3,tig,442,,CT707,TC0080,Trigger factor (TF) (EC 5.2.1.8) (PPIase),50.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"FKBP-type PPIase family, Tig subfamily",43,103,Constitutive,,,,B0B8T3,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031],cytoplasm [GO:0005737],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],Cytoplasm. Note=About half TF is bound to the ribosome near the polypeptide exit tunnel while the other half is free in the cytoplasm. {ECO:0000255|HAMAP-Rule:MF_00303}.,,,,
 CTL0077,CTL0077,77,A0A0H3MAP3,,1163,,CT708,TC0081,Helicase,133.2,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,NQ,28,Mid_Late,,,,A0A0H3MAP3,,,,,,ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270],,,,,
mreB CTL0078,CTL0078,78,A0A0H3MG77,mreB,366,,CT709,TC0082,Cell shape-determining protein MreB,39.5,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,FtsA/MreB family,ND,NQ,Mid_Late,,,,A0A0H3MG77,,,,cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_02207}. Note=Membrane-associated. {ECO:0000256|HAMAP-Rule:MF_02207}.,Forms polymers. {ECO:0000256|HAMAP-Rule:MF_02207}.,,,
pckA CTL0079,CTL0079,79,A0A0H3MCG6,pckA,599,,CT710,TC0083,Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK),66.1,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Phosphoenolpyruvate carboxykinase [GTP] family,161,ND,Mid_Late,,,,A0A0H3MCG6,,,,gluconeogenesis [GO:0006094],cytoplasm [GO:0005737],GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00452}.,Monomer. {ECO:0000256|HAMAP-Rule:MF_00452}.,,,
 CTL0080,CTL0080,80,A0A0H3MJT5,,767,,CT711,TC0084,Effector from type III secretion system family protein,86.3,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,8,ND,Late,,,,A0A0H3MJT5,,,,,,,,,,,
 CTL0081,CTL0081,81,A0A0H3MB71,,390,,CT712,TC0085,Effector from type III secretion system family protein,44.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Late,,,,A0A0H3MB71,,,,,,,,,,,
ompB CTL0082,CTL0082,82,A0A0H3MAP6,ompB,340,,CT713,TC0086,Outer membrane protein B,37.4,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,119,NQ,Late,,,,A0A0H3MAP6,,,,monoatomic ion transport [GO:0006811],cell outer membrane [GO:0009279]; pore complex [GO:0046930],porin activity [GO:0015288]; structural molecule activity [GO:0005198],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
gpsA CTL0083,CTL0083,83,B0B8U0,gpsA,334,,CT714,TC0087,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),36.2,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NAD-dependent glycerol-3-phosphate dehydrogenase family,40,ND,Constitutive,,,,B0B8U0,,,,carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654],glycerol-3-phosphate dehydrogenase complex [GO:0009331],glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00394}.,,,,
 CTL0084,CTL0084,84,A0A0H3MG79,,455,,CT715,TC0088,UDP-N-acetylglucosamine pyrophosphorylase,51.4,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,UDPGP type 1 family,ND,ND,Constitutive,,,,A0A0H3MG79,,,,,,uridylyltransferase activity [GO:0070569],,,,,
 CTL0085,CTL0085,85,A0A0H3MCG7,,121,,CT716,TC0089,Cytosolic protein,14.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MCG7,,,,,,,,,,,
fliI CTL0086,CTL0086,86,A0A0H3MJU0,fliI,434,,CT717,TC0090,Flagellum-specific ATP synthase,47.6,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MJU0,,,,ATP metabolic process [GO:0046034]; proton transmembrane transport [GO:1902600],cytoplasm [GO:0005737],ATP binding [GO:0005524],Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
 CTL0087,CTL0087,87,A0A0H3MB77,,174,,CT718,TC0091,Type III secretory flagellar biosynthesis,19.6,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MB77,,,,,,,,,,,
fliF CTL0088,CTL0088,88,A0A0H3MAP8,fliF,334,,CT719,TC0092,Flagellar M-Ring Protein,37.2,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MAP8,,,,bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935],bacterial-type flagellum [GO:0009288]; membrane [GO:0016020],cytoskeletal motor activity [GO:0003774],,,,,
 CTL0089,CTL0089,89,A0A0H3MG84,,260,,CT720,TC0093,Nitrogen fixation protein NifU,29.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MG84,,,,iron-sulfur cluster assembly [GO:0016226]; nitrogen fixation [GO:0009399],,iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536],,,,,
 CTL0090,CTL0090,90,A0A0H3MCG8,,384,,CT721,TC0094,Cysteine desulfurase (EC 2.8.1.7),41.8,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-V pyridoxal-phosphate-dependent aminotransferase family, NifS/IscS subfamily",17,ND,Constitutive,,,,A0A0H3MCG8,,,,,,cysteine desulfurase activity [GO:0031071],,,,,
gpmA CTL0091,CTL0091,91,B0B8U8,gpmA,226,,CT722,TC0095,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",25.8,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily",36,ND,Constitutive,,,,B0B8U8,,,,gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]",,,,,
 CTL0092,CTL0092,92,A0A0H3MJV1,,241,,CT723,,Pseudouridine synthase (EC 5.4.99.-),26.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Pseudouridine synthase RsuA family,ND,9,Constitutive,,,,A0A0H3MJV1,,,,enzyme-directed rRNA pseudouridine synthesis [GO:0000455],,RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159],,,,,
 CTL0093,CTL0093,93,A0A0H3MB80,,174,,CT724,TC0097,Membrane associated protein,20.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MB80,,,,,,,,,,,
birA CTL0094,CTL0094,94,A0A0H3MAP9,birA,184,,CT725,TC0098,Biotin operon repressor,20.4,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MAP9,,,,protein modification process [GO:0036211],,biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077],,,,,
 CTL0095,CTL0095,95,A0A0H3MG88,,379,,CT726,TC0099,Cell cycle protein,42.3,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MG88,,,,cell division [GO:0051301]; regulation of cell shape [GO:0008360],plasma membrane [GO:0005886],transferase activity [GO:0016740],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0096,CTL0096,96,A0A0H3MCG9,,659,,CT727,TC0100,Cation transporting ATPase,70.5,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IB subfamily",45,62,Constitutive,,,,A0A0H3MCG9,,,,,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; metal ion binding [GO:0046872],Cell membrane {ECO:0000256|RuleBase:RU362081}.,,,,
 CTL0097,CTL0097,97,A0A0H3MJX0,,248,,CT728,TC0101,Integral membrane protein,27.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,NQ,NQ,Constitutive,,,,A0A0H3MJX0,,,,intracellular manganese ion homeostasis [GO:0030026],membrane [GO:0016020],manganese ion transmembrane transporter activity [GO:0005384],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
serS CTL0098,CTL0098,98,B0B8V5,serS,428,,CT729,TC0102,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),48.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-II aminoacyl-tRNA synthetase family, Type-1 seryl-tRNA synthetase subfamily",84,NQ,Constitutive,,,,B0B8V5,,,,selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434],cytoplasm [GO:0005737],ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00176}.,Homodimer. The tRNA molecule binds across the dimer. {ECO:0000255|HAMAP-Rule:MF_00176}.,,,
ribD CTL0099,CTL0099,99,A0A0H3MB84,ribD,375,,CT730,TC0103,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)],41.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,HTP reductase family; Cytidine and deoxycytidylate deaminase family,ND,ND,Constitutive,,,,A0A0H3MB84,,,,riboflavin biosynthetic process [GO:0009231],,5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270],,,,,
ribA CTL0100,CTL0100,100,A0A0H3MAQ1,ribA,424,,CT731,TC0104,"Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",46.8,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,GTP cyclohydrolase II family; DHBP synthase family,ND,ND,Constitutive,,,,A0A0H3MAQ1,,,,riboflavin biosynthetic process [GO:0009231],,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]",,,,,
ribH CTL0101,CTL0101,101,B0B8V8,ribH,157,,CT732,TC0105,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",16.4,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DMRL synthase family,NQ,ND,Constitutive,,,,B0B8V8,,,,riboflavin biosynthetic process [GO:0009231],riboflavin synthase complex [GO:0009349],"6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]",,,,,
 CTL0102,CTL0102,102,A0A0H3MG91,,448,,CT733,TC0106,Exported protein,49.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,NQ,Late,,,,A0A0H3MG91,,,,,,,,,,,
 CTL0103,CTL0103,103,A0A0H3MCH3,,221,,CT734,TC0107,Lipoprotein,24.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MCH3,,,,,,,,,,,
dagA CTL0104,CTL0104,104,A0A0H3MJX5,dagA,455,,CT735,TC0108,Na(+)-linked D-alanine glycine permease,48.1,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Alanine or glycine:cation symporter (AGCS) (TC 2.A.25) family,ND,60,Constitutive,,,,A0A0H3MJX5,,,,,plasma membrane [GO:0005886],amino acid:sodium symporter activity [GO:0005283],Cell membrane {ECO:0000256|RuleBase:RU363064}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363064}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0105,CTL0105,105,A0A0H3MB88,,150,,CT736,TC0109,Conserved hyporthetical protein,16.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,36,ND,Constitutive,,,,A0A0H3MB88,,,,,,,,,,,
 CTL0106,CTL0106,106,A0A0H3MAQ3,,219,,CT737,TC0110,SET domain containing protein,25.7,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MAQ3,,,,,,,,,,,
 CTL0107,CTL0107,107,A0A0H3MG95,,262,,CT738,TC0111,Zn-dependent hydrolase,29.1,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MG95,,,,,,hydrolase activity [GO:0016787],,,,,
ftsK CTL0108,CTL0108,108,A0A0H3MCH8,ftsK,799,,CT739,TC0112,Cell division protein,87.9,Cell processes,TRUE,FALSE,TRUE,FALSE,FALSE,FtsK/SpoIIIE/SftA family,ND,NQ,Constitutive,,,,A0A0H3MCH8,,,,cell cycle [GO:0007049]; cell division [GO:0051301],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Homohexamer. Forms a ring that surrounds DNA. {ECO:0000256|ARBA:ARBA00025923}.,,,
dmpP CTL0109,CTL0109,109,A0A0H3MJX9,dmpP,431,,CT740,TC0116,Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F),48.5,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrF family,21,ND,Constitutive,,,,A0A0H3MJX9,,,,sodium ion transport [GO:0006814],plasma membrane [GO:0005886],"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00430}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00430}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|ARBA:ARBA00011309, ECO:0000256|HAMAP-Rule:MF_00430}.",,,
 CTL0110,CTL0110,110,A0A0H3MB92,,114,,CT741,TC0117,Preprotein translocase,12.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,YajC family,ND,NQ,Constitutive,,,,A0A0H3MB92,,,,,plasma membrane [GO:0005886],,,,,,
 CTL0111,CTL0111,111,A0A0H3MAQ4,,396,,CT742,,rRNA methyltransferase,44.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, RNA M5U methyltransferase family",ND,ND,Constitutive,,,,A0A0H3MAQ4,,,,methylation [GO:0032259]; ncRNA processing [GO:0034470]; RNA modification [GO:0009451],,RNA methyltransferase activity [GO:0008173],,,,,
hctA CTL0112,CTL0112,112,B0B8W9,hctA,125,,CT743,TC0119,Histone H1-like protein Hc1 (18 kDa histone analog),13.7,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Histone H1/H5 family, HCT subfamily",30,NQ,Constitutive,,,,B0B8W9,,,,,,DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527],,,,,
 CTL0113,CTL0113,113,A0A0H3MGA0,,822,,CT744,TC0120,Exported protein,94.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MGA0,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
hemG CTL0114,CTL0114,114,A0A0H3MCI1,hemG,424,,CT745,TC0121,Protoporphyrinogen oxidase,47.2,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCI1,,,,,,oxidoreductase activity [GO:0016491],,,,,
hemN CTL0115,CTL0115,115,A0A0H3MJY5,hemN,457,,CT746,TC0122,Coproporphyrinogen-III oxidase (EC 1.3.98.3),53.0,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Anaerobic coproporphyrinogen-III oxidase family,ND,ND,ND,,,,A0A0H3MJY5,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],"4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]","Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR000167}.",Monomer. {ECO:0000256|ARBA:ARBA00011245}.,,,
hemE CTL0116,CTL0116,116,B0B8X3,hemE,336,,CT747,TC0123,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),37.7,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Uroporphyrinogen decarboxylase family,ND,ND,Constitutive,,,,B0B8X3,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],uroporphyrinogen decarboxylase activity [GO:0004853],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00218}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00218}.,,,
mfd CTL0117,CTL0117,117,A0A0H3MB96,mfd,1079,,CT748,TC0124,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),121.2,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,"Helicase family, RecG subfamily; UvrB family",23,NQ,Constitutive,,,,A0A0H3MB96,,,,"regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",cytoplasm [GO:0005737],ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00969}.,,,,
alaS CTL0118,CTL0118,118,B0B8X5,alaS,875,,CT749,TC0125,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),97.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-II aminoacyl-tRNA synthetase family,82,61,ND,,,,B0B8X5,,,,alanyl-tRNA aminoacylation [GO:0006419],cytoplasm [GO:0005737],alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00036}.,,,,
tktB CTL0119,CTL0119,119,A0A0H3MAQ5,tktB,666,,CT750,TC0131,transketolase (EC 2.2.1.1),73.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Transketolase family,57,ND,Constitutive,,,,A0A0H3MAQ5,,,,,,metal ion binding [GO:0046872]; transketolase activity [GO:0004802],,,,,
amn CTL0120,CTL0120,120,A0A0H3MGA3,amn,289,,CT751,TC0132,AMP nucleosidase,32.0,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,42,ND,ND,,,,A0A0H3MGA3,,,,nucleoside metabolic process [GO:0009116],,AMP nucleosidase activity [GO:0008714],,,,,
efp CTL0121,CTL0121,121,A0A0H3MCI5,efp,178,,CT752,TC0133,Elongation factor P (EF-P),20.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Elongation factor P family,71,NQ,Mid_Late,,,,A0A0H3MCI5,,,,,cytoplasm [GO:0005737],translation elongation factor activity [GO:0003746],"Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00141}.",,,,
 CTL0122,CTL0122,122,A0A0H3MJY9,,74,,CT753,TC0134,Cytosolic protein,8.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MJY9,,,,,,,,,,,
 CTL0123,CTL0123,123,A0A0H3MBA0,,290,,CT754,TC0135,Calcineurin-like phosphoesterase domain-containing protein,32.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Cyclic nucleotide phosphodiesterase class-III family,22,ND,Constitutive,,,,A0A0H3MBA0,,,,,,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,,,
groEL CTL0124,CTL0124,124,A0A0H3MAQ6,groEL,512,,CT755,TC0136,60 kDa chaperonin GroEL,56.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Chaperonin (HSP60) family,ND,ND,Constitutive,,,,A0A0H3MAQ6,,,,protein refolding [GO:0042026],,ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662],,,,,
