FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_L2,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
secA TC0074,TC0074,73,Q9PLM5,secA,968,,CT701,CTL0070,Protein translocase subunit SecA (EC 7.4.2.8),110.5,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,SecA family,,,,Q9PLM5,,,,intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605],cytoplasm [GO:0005737]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; protein-exporting ATPase activity [GO:0008564],Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01382}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01382}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_01382}. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01382}. Note=Distribution is 50-50. {ECO:0000255|HAMAP-Rule:MF_01382}.,"Monomer and homodimer. Part of the essential Sec protein translocation apparatus which comprises SecA, SecYEG and auxiliary proteins SecDF. Other proteins may also be involved. {ECO:0000255|HAMAP-Rule:MF_01382}.",,,
 TC0075,TC0075,74,Q9PLM4,,177,,CT702,CTL0071,Uncharacterized protein,20.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLM4,,,,,,,,,,,
der TC0076,TC0076,75,Q9PLM3,der,490,,CT703,CTL0072,GTPase Der (GTP-binding protein EngA),55.4,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, EngA (Der) GTPase family",,,,Q9PLM3,,,,ribosome biogenesis [GO:0042254],,GTP binding [GO:0005525],,Associates with the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00195}.,,,
 TC0077,TC0077,76,Q9PLM2,,410,,CT704,CTL0073,Poly(A) polymerase family protein,46.6,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,TRNA nucleotidyltransferase/poly(A) polymerase family,,,,Q9PLM2,,,,RNA 3'-end processing [GO:0031123],,nucleotide binding [GO:0000166]; nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723],,,,,
clpX TC0078,TC0078,77,Q9PLM1,clpX,419,,CT705,CTL0074,ATP-dependent Clp protease ATP-binding subunit ClpX,46.2,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,ClpX chaperone family,,,,Q9PLM1,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],,"Component of the ClpX-ClpP complex. Forms a hexameric ring that, in the presence of ATP, binds to fourteen ClpP subunits assembled into a disk-like structure with a central cavity, resembling the structure of eukaryotic proteasomes. {ECO:0000255|HAMAP-Rule:MF_00175}.",,,
clpP2 TC0079,TC0079,78,Q9PLM0,clpP2,203,,CT706,CTL0075,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2),22.1,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S14 family,,,,Q9PLM0,,,,proteolysis [GO:0006508],cytoplasm [GO:0005737],ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00444}.,"Fourteen ClpP subunits assemble into 2 heptameric rings which stack back to back to give a disk-like structure with a central cavity, resembling the structure of eukaryotic proteasomes. {ECO:0000255|HAMAP-Rule:MF_00444}.",,,
tig TC0080,TC0080,79,Q9PLL9,tig,433,,CT707,CTL0076,Trigger factor (TF) (EC 5.2.1.8) (PPIase),49.0,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"FKBP-type PPIase family, Tig subfamily",,,,Q9PLL9,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; protein folding [GO:0006457]; protein transport [GO:0015031],cytoplasm [GO:0005737],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],Cytoplasm. Note=About half TF is bound to the ribosome near the polypeptide exit tunnel while the other half is free in the cytoplasm. {ECO:0000250}.,,,,
 TC0081,TC0081,80,Q9PLL8,,1181,,CT708,CTL0077,"Helicase, Snf2 family",135.2,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,Q9PLL8,,,,,,ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270],,,,,
mreB TC0082,TC0082,81,Q9PLL7,mreB,366,,CT709,CTL0078,Cell shape-determining protein MreB,39.5,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,FtsA/MreB family,,,,Q9PLL7,,,,cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_02207}. Note=Membrane-associated. {ECO:0000256|HAMAP-Rule:MF_02207}.,Forms polymers. {ECO:0000256|HAMAP-Rule:MF_02207}.,,,
pckG TC0083,TC0083,82,Q9PLL6,pckG,599,,CT710,CTL0079,Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32),66.4,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Phosphoenolpyruvate carboxykinase [GTP] family,,,,Q9PLL6,,,,gluconeogenesis [GO:0006094],cytoplasm [GO:0005737],GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00452}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00452}.,,,
 TC0084,TC0084,83,Q9PLL5,,769,,CT711,CTL0080,Effector from type III secretion system family protein,86.3,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,Q9PLL5,,,,,,,,,,,
 TC0085,TC0085,84,Q9PLL4,,390,,CT712,CTL0081,Effector from type III secretion system family protein,44.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLL4,,,,,,,,,,,
ompB TC0086,TC0086,85,Q9PLL3,ompB,340,,CT713,CTL0082,Outer membrane protein B,37.2,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,Chlamydial OMP family,,,,Q9PLL3,,,,monoatomic ion transport [GO:0006811],cell outer membrane [GO:0009279]; pore complex [GO:0046930],porin activity [GO:0015288]; structural molecule activity [GO:0005198],Cell outer membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
gpsA TC0087,TC0087,86,Q9PLL2,gpsA,334,,CT714,CTL0083,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),35.9,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NAD-dependent glycerol-3-phosphate dehydrogenase family,,,,Q9PLL2,,,,carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654],glycerol-3-phosphate dehydrogenase complex [GO:0009331],glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00394}.,,,,
 TC0088,TC0088,87,Q9PLL1,,455,,CT715,CTL0084,"UDP-N-acetylglucosamine pyrophosphorylase, putative",51.4,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,UDPGP type 1 family,,,,Q9PLL1,,,,,,uridylyltransferase activity [GO:0070569],,,,,
 TC0089,TC0089,88,Q9PLL0,,120,,CT716,CTL0085,Flagellar FliJ protein,14.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLL0,,,,,,,,,,,
 TC0090,TC0090,89,Q9PLK9,,434,,CT717,CTL0086,"Virulence ATPase, putative",47.6,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLK9,,,,ATP metabolic process [GO:0046034]; proton transmembrane transport [GO:1902600],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
 TC0091,TC0091,90,Q9PLK8,,174,,CT718,CTL0087,Flagellar biosynthesis protein,19.6,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLK8,,,,,,,,,,,
 TC0092,TC0092,91,Q9PLK7,,332,,CT719,CTL0088,Uncharacterized protein,37.0,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLK7,,,,bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935],bacterial-type flagellum [GO:0009288]; membrane [GO:0016020],cytoskeletal motor activity [GO:0003774],,,,,
 TC0093,TC0093,92,Q9PLK6,,260,,CT720,CTL0089,Nitrogen fixation protein NifU,29.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLK6,,,,iron-sulfur cluster assembly [GO:0016226]; nitrogen fixation [GO:0009399],,iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536],,,,,
 TC0094,TC0094,93,Q9PLK5,,384,,CT721,CTL0090,"NifS protein, putative",42.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-V pyridoxal-phosphate-dependent aminotransferase family, NifS/IscS subfamily",,,,Q9PLK5,,,,,,cysteine desulfurase activity [GO:0031071],,,,,
gpmA TC0095,TC0095,94,Q9PLK4,gpmA,226,,CT722,CTL0091,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",26.0,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily",,,,Q9PLK4,,,,gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]",,,,,
 TC0097,TC0097,95,Q9PLK2,,174,,CT724,CTL0093,Uncharacterized protein,20.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLK2,,,,,,,,,,,
 TC0098,TC0098,96,Q9PLK1,,184,,CT725,CTL0094,BirA-related protein,20.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLK1,,,,protein modification process [GO:0036211],,biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077],,,,,
 TC0099,TC0099,97,Q9PLK0,,379,,CT726,CTL0095,"Cell shape-determining protein MrdB, putative",42.4,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLK0,,,,cell division [GO:0051301]; regulation of cell shape [GO:0008360],plasma membrane [GO:0005886],transferase activity [GO:0016740],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0100,TC0100,98,Q9PLJ9,,659,,CT727,CTL0096,"Cation-transporting ATPase, E1-E2 family",70.6,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IB subfamily",,,,Q9PLJ9,,,,,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; metal ion binding [GO:0046872],Cell membrane {ECO:0000256|RuleBase:RU362081}.,,,,
 TC0101,TC0101,99,Q9PLJ8,,248,,CT728,CTL0097,VIT family protein,28.1,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PLJ8,,,,intracellular manganese ion homeostasis [GO:0030026],membrane [GO:0016020],manganese ion transmembrane transporter activity [GO:0005384],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
serS TC0102,TC0102,100,Q9PLJ7,serS,428,,CT729,CTL0098,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),48.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-II aminoacyl-tRNA synthetase family, Type-1 seryl-tRNA synthetase subfamily",,,,Q9PLJ7,,,,selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434],cytoplasm [GO:0005737],ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00176}.,Homodimer. The tRNA molecule binds across the dimer. {ECO:0000255|HAMAP-Rule:MF_00176}.,,,
ribD TC0103,TC0103,101,Q9PLJ6,ribD,371,,CT730,CTL0099,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)],40.9,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Cytidine and deoxycytidylate deaminase family; HTP reductase family,,,,Q9PLJ6,,,,riboflavin biosynthetic process [GO:0009231],,5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; metal ion binding [GO:0046872]; NADP binding [GO:0050661],,,,,
ribBA TC0104,TC0104,102,Q9PLJ5,ribBA,424,,CT731,CTL0100,"Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",47.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DHBP synthase family; GTP cyclohydrolase II family,,,,Q9PLJ5,,,,riboflavin biosynthetic process [GO:0009231],,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]",,,,,
ribH TC0105,TC0105,103,Q9PLJ4,ribH,157,,CT732,CTL0101,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",16.5,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DMRL synthase family,,,,Q9PLJ4,,,,riboflavin biosynthetic process [GO:0009231],riboflavin synthase complex [GO:0009349],"6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]",,,,,
 TC0106,TC0106,104,Q9PLJ3,,448,,CT733,CTL0102,Outer membrane protein,49.9,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLJ3,,,,,,,,,,,
 TC0107,TC0107,105,Q9PLJ2,,218,,CT734,CTL0103,Uncharacterized lipoprotein TC_0107,23.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Chlamydial CPn_0875/CT_734/TC_0107 family,,,,Q9PLJ2,,,,,plasma membrane [GO:0005886],,Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,,,,
 TC0108,TC0108,106,Q9PLJ1,,455,,CT735,CTL0104,Sodium/alanine symporter family protein,48.5,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Alanine or glycine:cation symporter (AGCS) (TC 2.A.25) family,,,,Q9PLJ1,,,,,plasma membrane [GO:0005886],amino acid:sodium symporter activity [GO:0005283],Cell membrane {ECO:0000256|RuleBase:RU363064}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363064}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0109,TC0109,107,Q9PLJ0,,150,,CT736,CTL0105,UPF0098 protein TC_0109,16.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,UPF0098 family,,,,Q9PLJ0,,,,,,,,,,,
 TC0110,TC0110,108,Q9PLI9,,219,,CT737,CTL0106,SET domain-containing protein,25.7,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,Q9PLI9,,,,,,,,,,,
 TC0111,TC0111,109,Q9PLI8,,262,,CT738,CTL0107,Metallo-beta-lactamase domain-containing protein,29.0,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLI8,,,,,,,,,,,
ftsK TC0112,TC0112,110,Q9PLI7,ftsK,794,,CT739,CTL0108,DNA translocase FtsK,87.3,Cell processes,FALSE,FALSE,TRUE,FALSE,FALSE,FtsK/SpoIIIE/SftA family,,,,Q9PLI7,,,,cell division [GO:0051301]; chromosome segregation [GO:0007059],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677],Cell inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Located at the septum. {ECO:0000250}.,Homohexamer. Forms a ring that surrounds DNA (By similarity). {ECO:0000250}.,,,
 TC0113,TC0113,111,Q9PLI6,,37,,,,Uncharacterized protein,4.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLI6,,,,,,,,,,,
 TC0115,TC0115,112,Q9PLI4,,119,,,,Uncharacterized protein,13.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLI4,,,,,membrane [GO:0016020],,,,,,
nqrF TC0116,TC0116,113,Q9PLI3,nqrF,431,,CT740,CTL0109,Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F),48.6,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrF family,,,,Q9PLI3,,,,sodium ion transport [GO:0006814],plasma membrane [GO:0005886],"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00430}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00430}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000255|HAMAP-Rule:MF_00430}.",,,
yajC TC0117,TC0117,114,Q9PLI2,yajC,114,,CT741,CTL0110,Sec translocon accessory complex subunit YajC,12.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,YajC family,,,,Q9PLI2,,,,protein transport [GO:0015031],plasma membrane [GO:0005886],,Cell inner membrane {ECO:0000250|UniProtKB:P0ADZ7}; Single-pass membrane protein {ECO:0000250|UniProtKB:P0ADZ7}.,"Part of the SecDF-YidC-YajC translocase complex. The SecDF-YidC-YajC translocase forms a supercomplex with SecYEG, called the holo-translocon (HTL). {ECO:0000250|UniProtKB:P0ADZ7}.",,,
 TC0118,TC0118,115,P58106,,397,,,,Uncharacterized RNA methyltransferase TC_0118 (EC 2.1.1.-),45.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, RNA M5U methyltransferase family",,,,P58106,,,,methylation [GO:0032259]; ncRNA processing [GO:0034470]; RNA modification [GO:0009451],,"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; RNA methyltransferase activity [GO:0008173]",,,,,
hctA TC0119,TC0119,116,Q9PLI1,hctA,125,,CT743,CTL0112,Histone H1-like protein HC1,13.7,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Histone H1/H5 family, HCT subfamily",,,,Q9PLI1,,,,,,DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527],,,,,
 TC0120,TC0120,117,Q9PLI0,,823,,CT744,CTL0113,CHLTR phosphoprotein,94.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLI0,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
hemY TC0121,TC0121,118,Q9PLH9,hemY,424,,CT745,CTL0114,Protoporphyrinogen oxidase,47.3,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLH9,,,,,,oxidoreductase activity [GO:0016491],,,,,
hemN TC0122,TC0122,119,Q9PLH8,hemN,457,,CT746,CTL0115,Coproporphyrinogen-III oxidase (EC 1.3.98.3),52.8,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Anaerobic coproporphyrinogen-III oxidase family,,,,Q9PLH8,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],"4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]","Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR000167}.",Monomer. {ECO:0000256|ARBA:ARBA00011245}.,,,
hemE TC0123,TC0123,120,Q9PLH7,hemE,334,,CT747,CTL0116,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),37.4,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Uroporphyrinogen decarboxylase family,,,,Q9PLH7,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],uroporphyrinogen decarboxylase activity [GO:0004853],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00218}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00218}.,,,
trcF TC0124,TC0124,121,Q9PLH6,trcF,1080,,CT748,CTL0117,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),121.8,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,"Helicase family, RecG subfamily; UvrB family",,,,Q9PLH6,,,,"regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",cytoplasm [GO:0005737],ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00969}.,,,,
alaS TC0125,TC0125,122,Q9PLH5,alaS,875,,CT749,CTL0118,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),98.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-II aminoacyl-tRNA synthetase family,,,,Q9PLH5,,,,alanyl-tRNA aminoacylation [GO:0006419],cytoplasm [GO:0005737],alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00036}.,,,,
 TC0126,TC0126,123,Q9PLH4,,36,,,,Uncharacterized protein,4.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLH4,,,,,membrane [GO:0016020],,,,,,
tkt TC0131,TC0131,124,Q9PLH3,tkt,666,,CT750,CTL0119,transketolase (EC 2.2.1.1),73.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Transketolase family,,,,Q9PLH3,,,,,,metal ion binding [GO:0046872]; transketolase activity [GO:0004802],,,,,
 TC0132,TC0132,125,Q9PLH2,,289,,CT751,CTL0120,AMP nucleosidase-related protein,32.1,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLH2,,,,nucleoside metabolic process [GO:0009116],,AMP nucleosidase activity [GO:0008714],,,,,
efp2 TC0133,TC0133,126,Q9PLH1,efp2,190,,CT752,CTL0121,Elongation factor P 2 (EF-P 2),21.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Elongation factor P family,,,,Q9PLH1,,,,,cytoplasm [GO:0005737],translation elongation factor activity [GO:0003746],Cytoplasm {ECO:0000250}.,,,,
 TC0134,TC0134,127,Q9PLH0,,74,,CT753,CTL0122,DUF615 domain-containing protein,8.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PLH0,,,,,,,,,,,
 TC0135,TC0135,128,Q9PLG9,,290,,CT754,CTL0123,Icc-related protein,32.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Cyclic nucleotide phosphodiesterase class-III family,,,,Q9PLG9,,,,,,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],,,,,
 TC0136,TC0136,129,Q9PLG8,,513,,CT755,CTL0124,"60 kDa chaperonin, putative",56.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Chaperonin (HSP60) family,,,,Q9PLG8,,,,protein refolding [GO:0042026],,ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662],,,,,
 TC0137,TC0137,130,Q9PLG7,,452,,CT756,CTL0125,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),49.5,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PLG7,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],"ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]",Cytoplasm {ECO:0000256|RuleBase:RU004136}.,,,,
mraY TC0138,TC0138,131,Q9PLG6,mraY,335,,CT757,CTL0126,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),37.0,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Glycosyltransferase 4 family, MraY subfamily",,,,Q9PLG6,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],plasma membrane [GO:0005886],"metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]",Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00038}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00038}.,,,,
murD TC0139,TC0139,132,Q9PLG5,murD,416,,CT758,CTL0127,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase),46.3,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,MurCDEF family,,,,Q9PLG5,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00639}.,,,,
